id,age,anciennete,satisfaction,salaire,depart,promotions_recues,annees_depuis_derniere_promotion,jours_absence,niveau_etude,type_poste,type_contrat,departement
4008,40,3,0.67,28303,0,4,1,11,Bac,Technicien,CDI,Finance
4009,24,4,0.68,54411,1,3,3,8,Licence,Commercial,CDD,Production
4010,35,9,0.63,52558,1,2,6,19,Licence,Directeur,CDI,IT
4011,25,28,0.27,48431,1,3,9,16,Master,Directeur,CDI,Finance
4012,32,31,0.64,34951,1,1,5,14,Licence,Technicien,CDD,RH
4013,52,30,0.15,39653,0,1,6,12,Licence,Technicien,CDI,IT
4014,53,1,0.65,62935,1,4,2,13,Licence,Technicien,CDI,Finance
4015,48,11,0.6,33959,0,4,4,7,Bac,Commercial,CDD,Production
4016,51,26,0.69,46017,1,1,5,20,Bac,Manager,CDI,Ventes
4017,23,4,0.91,59953,0,2,5,12,Licence,Technicien,CDI,IT
4018,30,26,0.87,63242,1,0,5,24,Master,Commercial,CDD,Finance
4019,49,22,0.98,41855,1,0,8,2,Licence,Technicien,CDI,Ventes
4020,52,32,0.98,49424,0,1,5,24,Master,Commercial,CDD,Production
4021,55,3,0.8,63145,1,0,1,7,Doctorat,Directeur,CDI,IT
4022,36,20,0.96,54326,1,2,8,29,Master,Directeur,CDI,Finance
4023,46,23,0.88,55258,1,0,3,5,Licence,Directeur,CDI,Ventes
4024,57,30,0.75,47795,1,0,6,10,Master,Manager,CDD,RH
4025,29,23,0.17,32275,0,1,5,9,Master,Commercial,CDI,RH
4026,30,9,0.14,37552,0,3,8,25,Master,Manager,CDI,Finance
4027,58,1,0.85,35275,1,3,9,26,Doctorat,Technicien,CDD,Ventes
4028,60,30,0.54,43485,1,2,2,7,Licence,Directeur,CDD,RH
4029,53,24,0.83,61540,1,3,7,7,Master,Directeur,CDI,IT
4030,38,3,0.38,39969,0,4,4,22,Licence,Directeur,CDI,Finance
4031,56,10,0.46,35605,1,1,5,29,Doctorat,Manager,CDI,Production
4032,58,16,0.73,62067,0,3,2,6,Bac,Technicien,CDI,IT
4033,40,1,0.92,43853,0,0,2,18,Licence,Manager,CDD,Finance
4034,50,5,0.18,52757,0,3,6,22,Bac,Directeur,CDD,RH
4035,28,8,0.88,36337,0,1,5,11,Doctorat,Manager,CDI,Production
4036,49,4,0.81,65931,1,0,1,2,Doctorat,Technicien,CDI,IT
4037,30,19,0.38,40134,1,0,9,10,Bac,Technicien,CDD,Ventes
4038,49,28,0.42,29839,0,1,7,12,Licence,Directeur,CDD,Production
4039,27,20,0.14,65362,0,2,4,15,Bac,Manager,CDD,RH
4040,50,8,0.11,45186,1,2,6,8,Doctorat,Directeur,CDI,Production
4041,38,27,0.53,38190,1,1,2,26,Doctorat,Directeur,CDI,RH
4042,37,7,0.19,45702,1,1,9,15,Licence,Technicien,CDD,Finance
4043,44,30,0.27,44359,1,1,4,4,Licence,Directeur,CDI,IT
4044,52,19,0.86,50502,0,0,2,26,Master,Directeur,CDD,Finance
4045,24,26,0.61,60514,1,0,2,7,Bac,Technicien,CDI,Production
4046,42,7,0.67,65394,0,1,0,11,Licence,Manager,CDD,Finance
4047,47,20,0.27,39990,1,0,2,2,Licence,Manager,CDI,IT
4048,57,27,0.85,30940,0,4,6,2,Bac,Manager,CDD,Production
4049,58,22,0.88,51953,1,1,8,12,Doctorat,Technicien,CDI,Finance
4050,43,5,0.57,35398,1,0,0,2,Bac,Directeur,CDI,Finance
4051,33,2,0.92,66226,1,2,3,28,Bac,Manager,CDD,Finance
4052,34,4,0.86,30052,1,1,9,23,Doctorat,Technicien,CDD,Ventes
4053,32,8,0.76,34305,0,1,6,8,Bac,Commercial,CDI,Production
4054,37,6,0.76,36407,1,1,5,28,Licence,Manager,CDI,IT
4055,29,3,0.19,28785,1,3,3,29,Bac,Manager,CDD,Production
4056,23,4,0.34,67747,0,1,2,22,Licence,Manager,CDD,Production
4057,51,10,0.16,29635,0,2,5,0,Doctorat,Directeur,CDI,Finance
4058,51,14,0.11,42279,0,0,3,5,Bac,Commercial,CDI,RH
4059,33,33,0.24,42272,0,1,4,18,Master,Technicien,CDI,Finance
4060,31,12,0.89,38491,1,4,1,15,Bac,Manager,CDD,RH
4061,32,6,0.32,39944,1,0,8,0,Bac,Manager,CDI,Ventes
4062,36,5,0.97,31109,1,2,1,9,Licence,Technicien,CDD,Ventes
4063,37,29,0.64,40515,1,3,3,29,Licence,Technicien,CDI,RH
4064,38,21,0.31,65772,0,2,7,1,Master,Technicien,CDI,Finance
4065,47,24,0.55,50140,1,3,6,28,Master,Technicien,CDD,Finance
4066,23,27,0.3,35445,0,0,3,27,Doctorat,Commercial,CDD,Production
4067,33,19,0.99,61052,1,3,7,2,Doctorat,Technicien,CDD,Production
4068,47,2,0.86,30413,0,0,5,6,Bac,Directeur,CDD,Ventes
4069,44,4,0.12,46027,0,2,7,5,Licence,Technicien,CDD,Production
4070,39,0,0.95,35235,0,2,3,14,Bac,Manager,CDI,Production
4071,53,14,0.75,37319,0,3,4,1,Licence,Directeur,CDI,Production
4072,59,25,0.17,56048,0,4,3,27,Doctorat,Manager,CDD,Ventes
4073,24,2,0.7,58372,0,2,6,20,Licence,Directeur,CDI,Production
4074,59,33,0.68,34335,0,3,3,16,Licence,Technicien,CDD,RH
4075,24,4,0.3,56354,0,1,4,18,Doctorat,Directeur,CDD,IT
4076,51,30,0.78,55354,1,0,8,13,Doctorat,Manager,CDD,IT
4077,22,12,0.18,68985,0,1,7,16,Licence,Commercial,CDD,Production
4078,51,0,0.54,64705,1,1,1,18,Master,Directeur,CDI,Production
4079,53,21,0.11,32807,0,1,6,1,Licence,Directeur,CDD,Production
4080,49,14,0.97,42950,1,3,1,15,Doctorat,Technicien,CDD,RH
4081,42,25,0.78,34336,1,2,9,19,Master,Manager,CDD,Ventes
4082,34,17,0.24,34524,0,1,2,20,Master,Commercial,CDI,IT
4083,48,8,0.41,45409,1,3,0,15,Bac,Directeur,CDI,Finance
4084,57,0,0.24,66490,1,2,1,2,Doctorat,Manager,CDI,Production
4085,28,8,0.79,69898,1,0,2,25,Bac,Directeur,CDD,Finance
4086,43,22,0.15,64866,0,2,4,13,Doctorat,Commercial,CDD,RH
4087,31,1,0.86,43265,0,2,5,20,Master,Manager,CDI,Ventes
4088,60,13,0.95,37664,0,1,6,26,Master,Commercial,CDD,Finance
4089,36,17,0.71,56223,0,3,4,6,Doctorat,Manager,CDI,Production
4090,36,15,0.29,57830,1,4,4,9,Master,Manager,CDD,Production
4091,25,28,0.42,41602,1,0,7,28,Doctorat,Technicien,CDI,RH
4092,53,10,0.53,38517,1,3,0,8,Licence,Technicien,CDD,Production
4093,44,5,0.64,44559,1,1,8,7,Doctorat,Manager,CDI,Finance
4094,27,2,0.7,36095,0,3,2,14,Doctorat,Manager,CDI,Ventes
4095,45,13,0.6,50277,0,4,5,11,Licence,Technicien,CDD,Production
4096,41,1,0.42,51725,0,0,3,27,Master,Directeur,CDI,Production
4097,58,31,0.9,47894,0,2,1,5,Master,Manager,CDD,Finance
4098,41,30,0.17,59178,1,0,5,14,Master,Commercial,CDI,Ventes
4099,33,10,0.52,68565,1,4,9,14,Bac,Manager,CDD,Finance
4100,54,21,0.8,28950,1,0,7,29,Bac,Technicien,CDI,RH
4101,49,2,0.15,65204,0,0,3,24,Doctorat,Directeur,CDD,Production
4102,29,30,0.73,63512,1,1,7,7,Doctorat,Manager,CDI,IT
4103,22,32,0.84,29920,1,2,6,11,Doctorat,Manager,CDI,RH
4104,58,23,0.69,37876,1,4,0,19,Licence,Manager,CDI,IT
4105,43,0,0.11,49996,1,1,4,26,Licence,Manager,CDI,Finance
4106,27,14,0.26,34419,1,0,7,1,Bac,Commercial,CDD,IT
4107,42,26,0.41,37160,1,0,5,8,Licence,Commercial,CDD,Ventes
4108,53,26,0.31,59706,0,3,8,21,Doctorat,Commercial,CDI,Production
4109,56,11,0.97,66940,1,1,6,25,Licence,Technicien,CDI,Ventes
4110,36,2,0.69,66698,0,4,1,7,Doctorat,Directeur,CDI,Ventes
4111,26,29,0.37,31808,0,4,0,7,Master,Commercial,CDI,Finance
4112,27,31,0.94,65506,0,4,8,3,Master,Commercial,CDD,Ventes
4113,46,22,0.77,50879,1,4,4,25,Bac,Commercial,CDD,IT
4114,50,1,0.36,41604,1,0,1,4,Doctorat,Directeur,CDD,RH
4115,28,6,0.44,48773,0,0,3,16,Master,Manager,CDI,RH
4116,34,33,0.28,41808,1,1,9,24,Doctorat,Directeur,CDD,RH
4117,59,31,0.97,41034,1,2,5,6,Licence,Commercial,CDI,IT
4118,39,31,0.57,31884,1,4,8,0,Master,Directeur,CDD,Production
4119,23,13,0.91,61500,0,0,7,26,Licence,Commercial,CDD,IT
4120,29,2,0.41,45965,1,1,5,9,Doctorat,Directeur,CDI,RH
4121,32,31,0.87,59803,1,4,3,25,Bac,Manager,CDD,Production
4122,54,16,0.15,48063,0,2,9,13,Master,Directeur,CDD,Finance
4123,59,2,0.98,48236,0,4,4,18,Bac,Directeur,CDD,IT
4124,48,9,0.92,59262,1,3,3,8,Master,Commercial,CDD,Ventes
4125,41,17,0.43,44707,1,4,3,10,Master,Manager,CDI,Ventes
4126,33,2,0.8,64467,0,3,7,26,Master,Commercial,CDD,Ventes
4127,52,9,0.78,33181,0,2,3,11,Bac,Technicien,CDD,IT
4128,48,8,0.91,59562,0,3,2,0,Master,Technicien,CDI,Finance
4129,53,10,0.38,69321,1,2,1,21,Licence,Technicien,CDD,Production
4130,31,32,0.52,46484,1,1,9,20,Doctorat,Commercial,CDD,IT
4131,24,25,0.88,57073,1,3,0,29,Master,Commercial,CDI,IT
4132,48,26,0.8,40968,1,4,4,19,Master,Technicien,CDD,IT
4133,56,21,0.45,41280,1,4,3,16,Licence,Directeur,CDD,Production
4134,52,25,0.86,30754,1,1,9,22,Bac,Manager,CDD,Finance
4135,36,21,0.14,45856,0,0,8,0,Bac,Technicien,CDD,IT
4136,37,4,0.8,59365,1,2,8,0,Licence,Manager,CDD,RH
4137,34,1,0.29,43817,1,0,4,17,Master,Technicien,CDD,Production
4138,56,8,0.36,57604,0,0,4,8,Licence,Directeur,CDI,Finance
4139,32,17,0.54,29803,0,1,5,16,Licence,Manager,CDD,RH
4140,42,11,0.5,36272,0,1,3,23,Doctorat,Commercial,CDI,IT
4141,32,2,0.57,59450,0,3,5,12,Doctorat,Technicien,CDD,RH
4142,51,17,0.59,43668,0,3,7,16,Master,Directeur,CDD,Ventes
4143,56,6,0.4,67674,0,3,4,10,Licence,Directeur,CDI,Finance
4144,43,32,0.26,55117,0,3,7,16,Bac,Directeur,CDI,Finance
4145,59,5,0.79,49739,0,3,7,8,Bac,Technicien,CDD,Ventes
4146,52,17,0.46,30988,0,4,2,23,Doctorat,Manager,CDI,RH
4147,35,21,0.56,35204,1,1,5,13,Bac,Technicien,CDI,Finance
4148,45,8,0.68,41028,1,2,0,0,Licence,Directeur,CDI,IT
4149,53,22,0.92,36516,1,2,4,22,Doctorat,Directeur,CDD,Ventes
4150,57,11,0.74,59864,0,2,6,7,Doctorat,Commercial,CDI,Finance
4151,53,23,0.14,63129,1,2,4,1,Master,Technicien,CDI,Finance
4152,36,8,0.85,60515,0,2,2,3,Doctorat,Manager,CDD,Production
4153,56,12,0.99,44486,0,4,1,17,Doctorat,Technicien,CDD,RH
4154,24,16,0.53,42774,0,1,1,12,Bac,Manager,CDI,Ventes
4155,37,6,0.97,65680,0,3,8,13,Doctorat,Manager,CDI,Finance
4156,26,16,0.59,28746,1,3,1,21,Doctorat,Commercial,CDI,Ventes
4157,42,23,0.51,42373,1,3,6,20,Master,Technicien,CDD,IT
4158,31,1,0.4,65676,0,1,8,10,Master,Manager,CDI,Production
4159,40,27,0.69,31691,1,1,2,10,Doctorat,Manager,CDI,RH
4160,46,18,0.31,53823,1,4,6,20,Bac,Commercial,CDI,RH
4161,25,32,0.19,63832,0,4,0,27,Licence,Directeur,CDD,IT
4162,50,20,0.12,29719,1,3,5,29,Bac,Commercial,CDI,Finance
4163,40,9,0.36,49535,1,1,1,7,Licence,Directeur,CDI,Production
4164,23,8,0.46,55881,1,3,9,11,Master,Directeur,CDD,RH
4165,31,5,0.6,34026,0,4,0,28,Doctorat,Commercial,CDD,Ventes
4166,46,17,0.36,42073,1,3,4,0,Bac,Directeur,CDD,IT
4167,41,18,0.99,68505,1,4,5,25,Bac,Manager,CDI,RH
4168,40,4,0.36,49836,0,0,1,15,Licence,Manager,CDI,Finance
4169,44,24,0.5,35184,1,2,3,17,Licence,Directeur,CDD,Production
4170,45,10,0.19,29789,1,0,2,0,Doctorat,Technicien,CDI,RH
4171,32,9,0.33,58353,0,3,0,19,Doctorat,Directeur,CDD,Finance
4172,55,16,0.14,54340,0,3,0,17,Master,Technicien,CDI,Finance
4173,49,25,0.6,55933,1,1,2,9,Doctorat,Technicien,CDI,IT
4174,26,30,0.78,59065,0,2,1,10,Bac,Directeur,CDD,Finance
4175,26,31,0.28,41686,1,4,1,22,Bac,Commercial,CDD,IT
4176,42,20,0.43,42351,0,3,9,15,Bac,Technicien,CDD,Ventes
4177,33,17,0.11,57258,0,4,4,27,Licence,Technicien,CDI,IT
4178,25,17,0.86,61027,0,4,4,4,Doctorat,Directeur,CDI,RH
4179,41,0,0.8,46302,1,4,6,20,Doctorat,Manager,CDI,IT
4180,59,13,0.16,49902,1,0,4,0,Licence,Commercial,CDI,Production
4181,46,7,0.43,52559,0,4,2,17,Bac,Technicien,CDD,Ventes
4182,35,1,0.96,54362,0,1,9,20,Licence,Directeur,CDI,IT
4183,32,14,0.45,35252,1,0,5,6,Master,Manager,CDI,Ventes
4184,53,33,0.57,28099,0,0,2,0,Bac,Commercial,CDD,IT
4185,32,0,0.42,31905,0,3,7,22,Bac,Commercial,CDI,Finance
4186,39,20,0.64,43090,0,2,5,26,Master,Commercial,CDI,Finance
4187,48,0,0.98,63110,1,2,6,27,Bac,Commercial,CDI,RH
4188,39,31,1.0,36091,1,3,2,1,Bac,Manager,CDD,Finance
4189,44,19,0.8,33024,0,2,6,1,Doctorat,Manager,CDI,Production
4190,32,29,0.46,39441,0,4,8,24,Bac,Commercial,CDI,Finance
4191,42,6,0.54,44711,1,1,7,15,Bac,Manager,CDI,Production
4192,26,21,0.42,55387,1,4,1,7,Licence,Manager,CDD,IT
4193,44,9,0.99,30289,0,2,9,9,Master,Technicien,CDI,IT
4194,46,7,0.74,39354,0,2,9,19,Bac,Commercial,CDI,Production
4195,31,26,0.5,39291,0,1,1,15,Licence,Manager,CDD,RH
4196,43,9,0.11,59386,1,0,6,4,Bac,Technicien,CDD,Finance
4197,40,13,0.57,56278,0,0,9,24,Licence,Directeur,CDI,Production
4198,22,10,0.99,37702,1,1,3,3,Licence,Directeur,CDI,Finance
4199,28,5,0.57,60987,0,0,8,25,Master,Directeur,CDI,Ventes
4200,25,20,0.26,57530,0,2,5,12,Licence,Commercial,CDD,RH
4201,22,32,0.12,67175,0,0,8,27,Doctorat,Manager,CDD,IT
4202,36,18,0.42,43405,1,2,2,7,Bac,Directeur,CDD,Production
4203,33,23,0.93,55762,1,3,5,12,Doctorat,Commercial,CDI,Ventes
4204,43,17,1.0,31239,0,4,5,4,Doctorat,Technicien,CDD,Production
4205,43,18,0.95,68310,0,0,7,16,Master,Technicien,CDD,Production
4206,38,23,0.76,40567,0,3,6,14,Doctorat,Manager,CDD,Production
4207,50,33,0.6,48201,1,0,2,6,Master,Manager,CDI,Production
4208,35,21,0.63,34857,0,3,0,9,Bac,Directeur,CDD,IT
4209,41,3,0.59,28067,0,1,1,26,Bac,Manager,CDI,IT
4210,54,9,0.74,37863,1,3,9,26,Master,Commercial,CDD,IT
4211,36,1,0.48,51609,1,2,1,2,Licence,Manager,CDD,RH
4212,33,7,0.7,60270,0,1,0,22,Master,Directeur,CDI,IT
4213,41,32,0.21,30012,1,1,3,23,Master,Manager,CDI,Finance
4214,51,27,0.34,54022,1,2,5,15,Doctorat,Technicien,CDI,IT
4215,59,9,0.85,47453,1,0,3,19,Bac,Commercial,CDI,Production
4216,24,0,0.91,52050,1,1,3,26,Bac,Manager,CDD,Production
4217,49,33,0.59,28290,1,0,8,14,Bac,Directeur,CDI,Finance
4218,47,2,0.13,67080,1,4,1,29,Master,Technicien,CDD,Ventes
4219,51,8,0.93,31679,1,3,0,5,Master,Directeur,CDI,Production
4220,34,4,0.73,65419,1,3,6,9,Bac,Directeur,CDI,Production
4221,34,9,0.47,28352,0,2,4,6,Master,Manager,CDD,IT
4222,23,11,0.64,46210,0,2,4,23,Bac,Commercial,CDI,IT
4223,58,17,0.49,65146,1,3,1,18,Doctorat,Commercial,CDI,Production
4224,59,20,0.52,60192,1,4,5,22,Doctorat,Directeur,CDI,Finance
4225,23,20,0.9,56412,0,2,4,4,Master,Commercial,CDD,Production
4226,57,0,0.24,64166,0,4,4,6,Licence,Commercial,CDD,IT
4227,47,2,0.19,31006,0,2,5,21,Bac,Commercial,CDD,IT
4228,32,4,0.1,29004,0,1,1,28,Doctorat,Technicien,CDD,IT
4229,29,24,0.38,33967,0,0,4,20,Licence,Technicien,CDD,Finance
4230,43,7,0.23,34428,1,3,0,2,Doctorat,Technicien,CDI,Production
4231,41,16,0.3,62846,1,0,7,25,Bac,Technicien,CDI,IT
4232,29,8,0.11,46879,0,3,0,1,Bac,Manager,CDI,Ventes
4233,50,31,0.3,30261,1,2,6,18,Doctorat,Directeur,CDI,IT
4234,47,5,0.4,56340,0,0,5,1,Master,Manager,CDI,RH
4235,51,20,0.13,29737,0,4,7,29,Bac,Technicien,CDD,Ventes
4236,38,6,0.65,60323,1,2,4,18,Licence,Manager,CDI,IT
4237,41,6,0.61,63864,1,1,5,17,Licence,Directeur,CDD,RH
4238,37,26,0.19,35927,1,0,3,0,Master,Directeur,CDD,Finance
4239,28,7,0.64,63212,1,0,9,8,Doctorat,Manager,CDI,RH
4240,37,8,1.0,44720,0,1,9,25,Bac,Directeur,CDD,Production
4241,48,27,0.95,47367,1,3,0,20,Bac,Technicien,CDI,Production
4242,44,14,0.1,69927,0,2,6,15,Master,Manager,CDD,Finance
4243,45,1,0.82,69631,1,1,1,29,Bac,Directeur,CDI,Finance
4244,30,6,0.42,41056,1,4,0,24,Bac,Technicien,CDI,Finance
4245,56,17,0.16,38862,0,2,0,7,Licence,Manager,CDD,RH
4246,41,21,0.37,38798,0,1,0,29,Licence,Directeur,CDI,RH
4247,58,9,0.39,68955,0,1,1,22,Doctorat,Commercial,CDI,Finance
4248,38,32,0.57,63738,1,0,0,27,Licence,Directeur,CDD,RH
4249,52,6,0.69,64037,0,0,3,21,Doctorat,Technicien,CDI,Production
4250,29,2,0.77,44862,1,0,9,10,Licence,Directeur,CDI,IT
4251,36,13,0.32,45227,0,2,9,15,Doctorat,Manager,CDD,Ventes
4252,52,12,0.39,62393,0,3,6,19,Bac,Technicien,CDI,Finance
4253,51,15,0.38,46264,1,2,9,25,Bac,Commercial,CDI,Production
4254,41,15,0.43,52685,1,0,2,9,Licence,Manager,CDI,RH
4255,60,4,1.0,53981,0,0,8,22,Bac,Commercial,CDI,Ventes
4256,33,24,0.8,31480,0,2,1,15,Doctorat,Technicien,CDI,Finance
4257,38,25,0.98,69310,1,1,1,12,Master,Directeur,CDI,RH
4258,51,12,0.72,43860,1,1,6,6,Master,Technicien,CDD,RH
4259,50,25,0.47,31042,0,0,8,0,Bac,Technicien,CDD,Ventes
4260,40,0,0.45,34564,0,0,5,13,Bac,Commercial,CDD,RH
4261,32,7,0.54,48012,1,3,0,8,Licence,Manager,CDD,Ventes
4262,55,3,0.48,52686,0,1,5,13,Licence,Directeur,CDD,Production
4263,28,20,0.85,56880,0,3,3,3,Doctorat,Manager,CDD,Finance
4264,55,21,0.52,54341,1,0,4,22,Doctorat,Manager,CDD,RH
4265,41,2,0.37,45585,0,0,3,8,Master,Directeur,CDI,IT
4266,59,18,0.8,55048,1,3,2,1,Doctorat,Technicien,CDI,Ventes
4267,45,0,0.87,60778,1,3,1,28,Bac,Manager,CDI,Production
4268,31,28,0.48,43611,0,0,1,23,Bac,Technicien,CDD,IT
4269,53,22,0.7,57527,1,4,9,10,Licence,Directeur,CDD,Finance
4270,36,32,0.15,57930,1,0,3,19,Bac,Commercial,CDD,Production
4271,58,22,0.58,52704,1,1,2,13,Doctorat,Commercial,CDI,Ventes
4272,41,4,0.14,68673,0,0,5,3,Doctorat,Commercial,CDI,Production
4273,24,6,0.13,64371,0,2,9,2,Licence,Technicien,CDD,Production
4274,58,5,0.65,61057,0,0,2,9,Doctorat,Commercial,CDD,Production
4275,29,21,0.37,66456,1,4,2,19,Licence,Commercial,CDD,Finance
4276,44,12,0.77,35393,1,1,3,24,Bac,Directeur,CDD,IT
4277,32,11,0.91,37868,0,0,4,0,Licence,Directeur,CDI,Production
4278,29,3,0.23,68373,0,3,8,8,Doctorat,Commercial,CDI,RH
4279,50,7,0.75,54420,1,1,4,12,Doctorat,Commercial,CDI,Production
4280,51,30,0.56,47077,0,1,0,10,Master,Technicien,CDD,Production
4281,31,25,0.2,57336,1,4,8,9,Licence,Directeur,CDI,Finance
4282,60,7,0.69,40985,0,3,1,24,Doctorat,Manager,CDD,Finance
4283,49,32,0.65,40014,0,2,3,0,Master,Manager,CDD,Finance
4284,57,28,0.56,36374,0,0,9,12,Bac,Technicien,CDD,Finance
4285,34,4,0.93,47970,0,2,5,8,Bac,Manager,CDI,Production
4286,53,27,0.57,50299,1,3,8,21,Bac,Directeur,CDD,Production
4287,57,16,0.99,53977,0,1,1,7,Bac,Manager,CDD,Ventes
4288,58,22,0.56,55331,1,4,8,12,Bac,Commercial,CDD,Finance
4289,47,8,0.2,33584,1,4,8,23,Licence,Manager,CDD,Ventes
4290,43,1,0.52,40965,0,1,0,29,Bac,Technicien,CDD,IT
4291,25,31,0.26,47233,1,4,5,7,Doctorat,Directeur,CDD,Finance
4292,52,30,0.64,48819,1,2,5,26,Doctorat,Manager,CDI,IT
4293,39,6,0.72,56782,0,1,8,23,Bac,Directeur,CDD,RH
4294,59,29,0.52,67172,0,0,5,27,Bac,Technicien,CDI,Production
4295,45,2,0.19,41499,0,0,1,16,Master,Manager,CDI,Production
4296,44,8,0.52,48311,0,3,7,0,Licence,Commercial,CDD,Ventes
4297,43,9,0.17,50898,0,1,0,22,Doctorat,Directeur,CDD,Production
4298,23,25,0.71,51824,0,2,4,26,Doctorat,Manager,CDI,IT
4299,52,0,0.81,42110,1,1,9,11,Doctorat,Commercial,CDI,Production
4300,32,29,0.97,50976,1,1,2,28,Doctorat,Technicien,CDI,Finance
4301,49,14,0.23,33825,0,2,5,11,Bac,Commercial,CDD,RH
4302,53,24,0.58,31488,1,4,4,24,Bac,Technicien,CDD,Ventes
4303,26,5,0.61,29895,1,2,9,10,Licence,Directeur,CDI,Ventes
4304,59,17,0.93,30908,1,1,3,29,Master,Manager,CDI,Ventes
4305,31,0,0.66,29411,0,1,2,25,Bac,Manager,CDD,Finance
4306,45,2,0.23,33457,0,1,0,23,Doctorat,Directeur,CDI,Production
4307,56,16,0.49,39574,0,1,7,10,Master,Technicien,CDD,Finance
4308,44,7,0.69,66216,0,3,4,28,Doctorat,Technicien,CDD,IT
4309,38,16,0.73,55694,1,4,7,15,Licence,Manager,CDD,Production
4310,22,24,0.88,36847,0,1,8,4,Bac,Directeur,CDD,Finance
4311,52,11,0.26,50676,0,3,7,23,Licence,Manager,CDI,IT
4312,52,28,0.96,69309,0,1,5,8,Doctorat,Technicien,CDI,IT
4313,55,24,0.15,42658,1,4,9,22,Bac,Technicien,CDI,Finance
4314,30,24,0.99,51392,1,4,7,26,Bac,Commercial,CDD,Finance
4315,43,28,0.87,45527,1,2,4,9,Bac,Technicien,CDD,RH
4316,34,10,0.69,57676,0,3,8,10,Bac,Manager,CDI,Finance
4317,46,3,0.76,44781,0,4,5,28,Licence,Commercial,CDI,Ventes
4318,39,13,0.17,28645,1,0,1,2,Bac,Commercial,CDI,Production
4319,33,16,0.14,59940,1,1,6,24,Master,Directeur,CDD,IT
4320,38,1,0.19,40700,1,4,0,20,Bac,Commercial,CDI,Ventes
4321,36,7,0.18,51990,0,3,9,10,Doctorat,Commercial,CDD,Ventes
4322,36,9,0.59,48516,0,3,0,7,Licence,Commercial,CDD,IT
4323,36,6,0.29,46618,1,3,7,26,Master,Manager,CDD,Production
4324,60,15,0.87,38964,1,2,4,0,Doctorat,Directeur,CDD,RH
4325,34,13,0.5,59853,1,1,9,16,Bac,Manager,CDD,RH
4326,38,15,0.73,59190,0,0,8,15,Doctorat,Directeur,CDI,Ventes
4327,53,24,0.69,29962,0,3,5,15,Licence,Directeur,CDD,Ventes
4328,30,3,0.39,67241,1,1,0,2,Licence,Commercial,CDD,Finance
4329,41,28,0.32,68251,1,3,5,14,Bac,Technicien,CDI,RH
4330,47,5,0.41,32415,0,3,0,1,Master,Technicien,CDD,RH
4331,48,0,0.82,59545,1,0,4,20,Licence,Manager,CDI,Production
4332,42,0,0.63,36705,0,1,2,10,Licence,Commercial,CDD,Finance
4333,39,2,0.33,57766,0,3,9,8,Master,Directeur,CDI,IT
4334,34,0,0.84,38704,1,2,9,28,Bac,Technicien,CDI,IT
4335,37,0,0.15,60119,0,3,8,24,Doctorat,Manager,CDD,Production
4336,30,20,0.73,56671,0,1,0,23,Bac,Technicien,CDD,IT
4337,33,29,0.5,49203,0,4,5,4,Bac,Directeur,CDD,RH
4338,59,31,0.76,44391,0,3,2,2,Doctorat,Technicien,CDI,Ventes
4339,40,32,0.93,54579,0,2,8,21,Doctorat,Manager,CDI,Finance
4340,28,21,0.78,40451,0,2,1,7,Bac,Manager,CDI,IT
4341,56,29,0.5,52516,1,3,6,5,Master,Manager,CDD,IT
4342,39,3,0.24,59077,0,1,8,6,Doctorat,Commercial,CDD,IT
4343,37,22,0.83,38320,0,3,2,11,Licence,Commercial,CDI,IT
4344,60,24,0.51,47330,0,2,2,29,Bac,Commercial,CDD,Ventes
4345,25,11,0.17,50120,0,3,2,27,Licence,Manager,CDI,Ventes
4346,46,16,0.75,62612,0,2,0,28,Licence,Technicien,CDD,Production
4347,53,14,0.36,59790,1,4,8,22,Doctorat,Manager,CDD,RH
4348,34,9,0.14,68327,0,3,8,6,Master,Commercial,CDD,IT
4349,38,28,0.91,50070,0,0,5,8,Licence,Manager,CDD,Production
4350,58,11,0.53,47449,1,3,8,8,Bac,Technicien,CDI,RH
4351,27,0,0.35,37294,0,2,8,0,Doctorat,Technicien,CDD,Ventes
4352,40,0,0.74,60256,1,1,0,2,Licence,Directeur,CDD,IT
4353,34,9,0.9,61447,1,2,2,4,Bac,Manager,CDI,Ventes
4354,47,17,0.1,35190,0,4,2,10,Bac,Technicien,CDD,IT
4355,35,1,0.72,66115,1,1,0,3,Bac,Manager,CDI,Ventes
4356,52,7,0.79,39561,1,0,5,11,Licence,Commercial,CDD,Production
4357,25,21,0.29,48431,0,0,3,0,Master,Technicien,CDI,Production
4358,60,21,0.54,57617,0,4,7,0,Licence,Technicien,CDI,Ventes
4359,29,25,0.18,41571,1,4,5,12,Master,Commercial,CDI,Ventes
4360,46,25,0.77,59395,1,4,3,19,Master,Manager,CDI,Finance
4361,34,8,0.86,28009,0,4,4,4,Doctorat,Directeur,CDD,IT
4362,53,20,0.2,43203,0,3,1,19,Doctorat,Manager,CDD,Finance
4363,59,30,0.83,33321,0,2,9,1,Master,Directeur,CDI,Ventes
4364,59,5,0.79,38378,0,3,0,20,Licence,Directeur,CDI,Production
4365,49,13,0.41,35506,0,1,6,25,Master,Manager,CDI,IT
4366,51,32,0.72,38219,1,0,9,18,Master,Commercial,CDD,Production
4367,24,6,0.1,57955,1,0,2,6,Master,Directeur,CDI,Ventes
4368,49,23,0.94,62224,1,1,2,15,Bac,Manager,CDD,Finance
